"x","y"
0.0821688301130207,3.39995281624648
0.084133944562211,3.28963040341604
0.146594267702523,3.4325138733619
0.174591639253998,3.37695892086503
0.223308047459371,3.40601047007172
0.291922362252422,3.74467304414561
0.301336111355716,4.29560412482778
0.316921727507759,3.94335205671642
0.370295613372914,3.93311875739715
0.388214586787225,4.80671746614913
0.390902419340525,4.45467455541087
0.400920507216954,4.32225102659228
0.404998660539838,4.66015381152577
0.4440895505466,4.74701182990428
0.472971459422605,4.46571350922998
0.484209781898131,5.20885854458576
0.529338974533006,4.74017749096845
0.623097852126597,4.74563040285296
0.62496431615803,5.0714832423248
0.629203495799735,5.17269177615516
0.633804544320446,5.71213074263326
0.648325673983782,5.20664441147715
0.659656799593503,5.32942628117676
0.678229804182266,5.25288763957847
0.683650249211273,5.20522948883286
0.685051098602273,5.28432030566814
0.693416131473754,5.51537038003237
0.747086806844241,5.99845010164041
0.764612890201675,5.78828282999697
0.788885934185673,5.90444340437568
0.811516450323221,5.36010768269104
0.81287043659647,5.91780624609076
0.82571443454911,5.76361761130361
0.825876457115143,5.3422866306389
0.830814108456712,5.85343794549201
0.833715702599755,5.69175272043469
0.871026963003515,6.20266876622959
0.896007873547282,5.71416956774031
0.90040797125187,5.81021990525307
0.931240700404513,5.77005578941321
0.972835705323426,6.06794840269892
1.03689923453513,6.37751262381778
1.03957772196774,6.10081030900004
1.06381185086791,6.55173636341021
1.06548224876669,6.04624763252595
1.08977033008563,6.14570073611009
1.10035393820396,6.7935560324827
1.10933879337353,6.20085527725999
1.13641686281523,6.62188170833027
1.13831417247437,6.42805867186545
1.13871312632668,6.62661085444794
1.1700396971241,7.01881003705811
1.18873858873942,7.0355538171388
1.20172271230028,6.58518099987132
1.20768812649802,6.10981803744606
1.26720494581815,7.43376082576974
1.27355299940578,6.98939106207662
1.29417642265985,7.00056457812065
1.30404440636384,6.88198108051
1.32528557749816,7.05548209792219
1.33293077275123,6.90198845165987
1.33643049411724,7.05514301634596
1.3396262225693,6.85617558997553
1.37378884146522,6.67944471186184
1.39050615348837,7.30030220062722
1.4223924923338,7.49154168740413
1.43670148278354,7.05991258284408
1.50085616642077,6.93307217837141
1.50563602010372,7.41476999307555
1.53810665428168,7.29491417766806
1.54244982399213,6.87956666386366
1.55651359718759,7.33509936780427
1.61080516278636,7.25703216725062
1.61584689928636,7.33649899311688
1.61868212083614,7.13658747946371
1.62116724560871,7.87999965234602
1.62210435728317,7.34774159029452
1.64917347220332,7.06624202235593
1.66824013118334,7.54217077245414
1.67899697952353,7.57259341707733
1.68080363800097,7.26265937253583
1.68986640818744,6.79840850272528
1.69809457775801,7.37083846756313
1.74519199500591,7.73007805781181
1.746512072301,7.57404062857074
1.77960228446973,7.60141699550555
1.78939136568711,7.77669841107217
1.84476439786474,7.39594174172486
1.84556099479477,7.9675139025834
1.87648926420133,7.72067516765194
1.92543978172401,7.94052806113408
1.93705784262288,8.03145913923229
1.98719374364726,7.86576472473394
1.99267874139943,7.59398070643413
1.99782475031136,8.10787926070461
2.01999456721322,7.33154171599948
2.02424159979918,7.69805108709611
2.04424786034023,7.78245377008946
2.05468784355029,7.81088388541841
2.06576882040889,8.11373275962391
2.08849733303981,7.90471989210061
2.09716974109184,7.97681601772796
2.10793007849166,7.86283900960647
2.12129970291018,7.82455608054899
2.13045810112566,8.06444430005484
2.13615233566195,8.1795814610504
2.13847581530135,7.29324152860459
2.17827660532401,8.05277755837248
2.18171469248843,8.00449628133413
2.21920390956194,7.81658193005769
2.2413812926761,8.16674169326917
2.33812341864825,7.84941344936924
2.34279062178742,7.87614515497026
2.34402629748685,8.16170875520682
2.35297036503745,8.37812817797415
2.38783145563323,8.01803282624407
2.3907135915029,7.84508777784007
2.39839457265802,7.65360581848647
2.40261439350479,7.86822941952698
2.4133948387136,7.71618614755299
2.42602639316569,7.88639622593114
2.44356280911352,8.04935816549219
2.45037656950541,7.73754980389213
2.45093822471775,8.61278260042723
2.45898288438155,7.98911757695455
2.51323874161292,8.22803768121173
2.55618945465966,7.36707416554313
2.57663427902295,8.12096302619531
2.58411345355487,7.60520639389149
2.59573596318762,8.16185582322225
2.60782114114379,8.02883190191674
2.62546830291606,7.82334641298888
2.69391803064768,8.23768266542293
2.69940976660053,7.7296335712536
2.71102915290318,7.7561560313767
2.73104608835746,7.64452215683199
2.75264530722876,7.72035250070656
2.80377922705891,8.10481486738378
2.80408726201552,7.9768249367928
2.84358639833024,8.10389924886216
2.84452404689563,7.75469335227311
2.84710884027694,7.94524767912677
2.85190946885953,7.91020268334539
2.86057375771623,7.48896574171054
2.88439502626482,8.27994258347602
2.89087122855035,7.86612454304843
2.9573602203466,7.99382410075983
2.99300314410316,8.02437554949878
2.9985249327821,7.77030629277645
2.999050487565,7.70624178538505
3.00097259222266,8.0051914788679
3.00410420828989,7.51844316618387
3.006788472786,8.27180959758694
3.02899869841105,7.67230243341734
3.04325781505763,8.17477592097316
3.04728003517067,8.13731895459394
3.10101148893568,7.75339872117015
3.11390628671863,7.86803031861536
3.12713656526426,7.46347889767053
3.13225917480151,7.7978070745106
3.14436336630396,7.97190674570677
3.1625752612682,7.72667037753834
3.18519479966848,7.57708130879546
3.18960763938954,7.52447291865714
3.20521120262058,7.67168491105061
3.21045446925225,7.9453572583394
3.21177447486435,7.55641953537177
3.24713028924451,7.62975924940322
3.25830996772299,7.33102497212028
3.25867518229564,7.7779605599891
3.29230162562341,7.96514960666387
3.30512966606564,8.00633667548808
3.31319132630044,7.83194715282999
3.32776722176499,7.15400177106973
3.32832628322357,7.74169619353892
3.44096498906636,7.6856403490917
3.47482962764163,7.46968709019521
